name,Negative3_0605,NegativeSab_0905,Negative_0705,Negative_0805,Negative_1305,Negative_2504,Negcontrole_librrun,PEDI00208_Rand,PEDI00209_Rand,PEDI00210_Rand,PEDI00211_Rand,PEDI00212_Rand,PEDI00213_Rand,PEDI00214_Rand,PEDI00216_Rand,PEDI00217_Rand,PEDI00218_Rand,PEDI00221_Rand,PEDI00232_Rand,PEDI00237_Rand,PEDI00238_Rand,PEDI00239_Rand,PEDI00240_Rand,PEDI00241_Rand,PEDI00242_Rand,PEDI00243_Rand,PEDI00244_Rand,PEDI00245_Rand,PEDI00246_Rand,PEDI00247_Rand,PEDI00248_Rand,PEDI00249_Rand,PEDI00250_Rand,PEDI00251_Rand,PEDI00252_Rand,PEDI00257_Rand,PEDI00261_Rand,PEDI00264_Rand,PEDI00268_Rand,PEDI00270_Rand,PEDI01152_Rand,PEDI01153_Rand,PEDI01154_Rand,PEDI01160_Rand,PEDI01161_Rand,PEDI01162_Rand,PEDI01163_Rand,PEDI01164_Rand,PEDI01165_Rand,PEDI01167_Rand,PEDI01169_Rand,PEDI01172_Rand,PEDI01174_Rand,PEDI01178_Rand,PEDI01181_Rand,PEDI01183_Rand,PEDI01184_Rand,PEDI01185_Rand,PEDI01187_Rand,PEDI01189_Rand,PEDI01192_Rand,PEDI01193_Rand,PEDI01195_Rand,PEDI01196_Rand,PEDI01197_Rand,PEDI01198_Rand,PEDI01199_Rand,PEDI01200_Rand,PEDI01201_Rand,PEDI01202_Rand,PEDI01203_Rand,PEDI01204_Rand,PEDI01206_Rand,PEDI01207_Rand,PEDI01208_Rand,PEDI01209_Rand,PEDI01210_Rand,PEDI01212_Rand,PEDI01213_Rand,PEDI01214_Rand,PEDI01215_Rand,PEDI01216_Rand,PEDI02946_Rand,PEDI02947_Rand,PEDI02949_Rand,PEDI02951_Rand,PEDI02958_Rand,PEDI02963_Rand,PEDI02964_Rand,PEDI02966_Rand,PEDI02991_Rand,PEDI02994_Rand,PEDI02995_Rand,PEDI02999_Rand,PEDI03000_Rand,Positive_1305
Treponema_D sp900541945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysipelatoclostridium ramosum,0,0,0,0,0,0,0,0,0,28,24,30,0,0,0,26,364,25,0,0,16,12,0,94,4465,33,0,121,3696,1096,0,0,0,6985,0,149,27296,55,4962,2806,148785,0,21745,0,0,19,0,0,147615,31,0,0,754,3983,0,0,0,412,0,6115,20,0,2622,495,0,261,0,0,0,49,0,310,11,37,33,0,33,0,289,0,50,60083,160,37,232,0,225,30,0,0,0,33,325,1513,0,841
Bacteroides sp002491635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8228,0,0,0,14,0,0,0,0,0,0,0,0,13,0,0,0,136,12,0,32342,0,1426,31,4884,0,9415,0,0,3238,0,0,18980,0,0,0,56,54,0,0,0,136,0,3647,0,0,157,0,0,88,0,3293,0,62,0,100,0,0,0,0,1540,0,193,0,28,4715,39,14,47,0,203,0,0,0,0,0,0,384,0,182030
Collinsella sp900547285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,54,0,150,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,200,0,106
Prevotellamassilia sp000437675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,31,0,731,0,88,0,1210,0,1249,0,0,35,0,0,1304,24,0,0,14,0,0,0,0,14,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,611,0,0,0,0,15,0,0,0,0,0,0,0,0,429
HGM12669 sp900761935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,174,0,42,0,17,0,16,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,134
Anaerococcus sp900258475,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,37,78,0,0,0,0,65,0,59,16,27,0,520,86,4829,0,0,0,14007,209,24,508,82,71,35,3758,27,1063,52,458,24,305,0,33,62,35,0,910,561,0,0,0,964,0,999,13,0,535,182,16,0,100,18,0,1011,0,20,1505,245,0,0,1430,0,16,0,0,3586,228,219,0,0,230,810,0,12,396,14,674,0,0,0
Bifidobacterium breve,0,0,0,0,0,0,0,0,581,0,567,244,0,0,86,0,1828,0,0,0,0,0,0,960,260080,1501,50,81,3863,0,0,0,24,4174,166771,52,96,247,1056986,2927,20236,0,955,656,270,1090777,200,196,2571,148,0,195,39,0,0,0,0,16531,52,57,303,78953,30777,27469,0,0,75,6645,0,1095,0,12239,187,489,0,35,72,0,986,0,1459,188632,35,227,39,1206,450,0,0,13,0,12,108,6704,0,2858
Akkermansia muciniphila_A,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,36,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,114,0,0,217,0,0,10342,89,0,0,63,574,0,0,0,16,0,3883,0,0,55,0,0,0,0,774,0,0,0,0,0,0,0,0,222,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,76,0,0,1333
Akkermansia muciniphila_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1770,597,0,0,15,89,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317
Eisenbergiella sp900539715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222,0,0,0,0,0,0,0,0,0,0,0,13,68,0,0,0,20,0,0,534,0,482,0,303,0,137,0,0,0,0,0,208,41,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,14,0,0,460
CAG-354 sp900759015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1478,0,0,0,0,0,0,34,0,0,0,25,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium simulans,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,20,0,0,0,18,11,13,0,0,50,0,0,16,0,0,0,0,53,0,78,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,0,0,0,0,0,0,0
Enterocloster sp900555905,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,38,0,944,0,220,0,231,0,131,0,0,0,0,0,112,416,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,13,0,130
Veillonella dispar_A,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,7537,0,0,0,0,0,0,0,0,35,0,0,592,169,0,0,0,1201,1620,0,127,0,31376,0,38008,21,960,14,16,696,0,0,3756,48,0,0,296,0,0,0,0,1836,0,242,0,144,33,0,0,65,0,42,0,35,0,53,0,36,0,0,53,0,187,0,63,6637,0,17,29,0,27,0,0,0,0,0,0,16080,0,397
Clostridium sp000435835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,424,0,47,0,209,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,41,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,19,10980
Blautia_A sp900763175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6161,0,0,0,0,0,0,0,0,0,0,0,0,740,0,0,0,63,0,0,6899,0,679,21,213,11,706,0,0,10,0,0,1250,0,0,0,21,123,0,0,0,30,0,89,0,0,0,26,0,20,0,0,0,0,0,0,0,0,0,0,36,0,17,0,0,253,0,0,0,0,0,0,0,0,0,0,12,10,0,5573
Collinsella sp900552875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,118,0,269,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,270,0,85
CAG-465 sp000433335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-1427 sp000434775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,213,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
HGM10766 sp900757295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA2903 sp900768875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella sp900556795,0,0,0,0,0,0,0,0,0,24,0,0,0,42,0,0,746178,55,0,0,0,0,0,65,0,0,0,0,0,15609,0,0,0,169,77,0,7192,12,414155,0,377660,69,48814,76,0,578342,85,0,141044,192,0,24,672,0,0,0,0,983,38,53144,0,6040,0,0,0,0,17,0,21,487,0,629,32,826,0,0,21,31,0,119,2925,49,191,0,0,0,275,26,0,0,101,0,0,2337,19,95
Haemophilus influenzae,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,29,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,189,0,11,0,17,0,46,0,18,0,16,0,12,0,10,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0
Collinsella sp900761145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1620,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,63
Pseudomonas_E fulva,0,0,0,0,0,0,0,24,0,31,101,9947,0,15,0,34,116,0,0,0,57,32,11,0,15491,49,28,86,88,252,17,162,0,957,247,12,4303,0,1543,36,2079,31,444,408,265,720,54,0,407,7018,17,0,285,124,0,0,0,215,0,26582,17,99,428,37,0,0,0,79,0,67,22,82,43,56,0,25,39,0,67,0,11,583,0,0,0,27,0,18,0,15,0,0,0,57,0,0
Rs-D84 sp900546185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Propionibacterium freudenreichii,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,0,0,0,0,25,864,0,0,0,0,0,0,0,0,0,67,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Enterococcus_A avium,0,0,0,0,0,0,0,0,66,19,0,0,0,0,0,0,0,0,0,0,358,0,0,561,168611,0,0,0,125,0,0,0,0,63932,0,0,73073,20,40127,848,4234,0,0,15,22,28833,0,0,1031,20,0,0,497,0,0,0,0,112,0,128411,194,19224,60651,834,0,0,42,815,0,25,0,1411,0,0,0,158,0,0,0,0,15,14929,0,0,27,218,84,0,0,0,0,0,0,2378,0,158
F23-B02 sp000431075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,26,0,0,36,0,0,0,24,0,13,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
CAG-269 sp000438255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,34,0,0,35,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377
CAG-475 sp000434435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_F niameyense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,29,0,0,0,66,0,0,96,0,17,0,57,0,35,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Stomatobaculum longum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,127,0,0,0,15,36,0,0,0,22,0,0,163,0,160,0,1295,0,401,0,0,455,0,0,192,15,0,0,16,0,0,0,0,19,0,149,0,93,26,14,0,0,0,0,0,0,0,19,0,0,0,0,15,0,16,0,0,789,0,0,0,0,0,0,0,0,0,0,0,69,0,159
Atlantibacter hermannii,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,319,0,0,0,0,0,0,0,1030,0,0,0,53,0,0,0,0,0,216,0,92,0,107,0,436,0,0,1700,0,1410,0,0,1986,598,0,0,0,0,0,0,0,0,0,790,0,245,0,11,0,0,0,1200,0,0,0,10,13,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,75,0,0
Rothia sp902373285,0,0,0,0,0,0,0,0,0,0,0,219603,0,0,0,0,58,0,0,0,0,0,11,0,119469,0,0,0,20,0,0,0,0,0,0,0,53,0,57942,11,195,0,33,18941,0,2305,0,0,69,48,0,0,56,0,0,0,0,0,0,329,0,1094,939,0,0,0,0,77,0,0,0,135,0,0,0,25,0,0,0,0,32,587,0,0,0,0,0,0,0,0,0,0,0,1131,0,0
CAG-145 sp900540145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,220,0,0,519,0,229,0,553,0,1139,0,0,328,0,0,430,0,0,0,0,11,0,0,0,0,0,568,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1409
Cellulomonas timonensis,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,14,0,0,47,0,37,0,91,0,14,23,12,65,23,0,199,1784,0,0,0,0,0,0,0,0,0,246,0,31,12,22,0,0,0,0,0,10,0,16,0,15,0,0,0,0,14,12,0,65,0,0,0,0,0,0,0,0,0,0,0,164,0,0
CAG-510 sp900551115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,5384,0,0,0,0,0,0,0,0,0,0,0,713,0,0,0,76,0,18,0,0,0,0,0,44,33,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,573
UBA5026 sp900550255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marseille-P4683 sp900232885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,0,0,0,0,0,0,5143,0,0,0,0,64,0,0,0,20,0,0,6136,0,482,0,259,0,245,0,0,69,0,0,100,0,0,0,0,10,0,0,0,14,0,90,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,919
Eubacterium_R sp900539425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,37,0,0,0,20,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
Parabacteroides sp900552415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,24,0,4867,0,12,0,79,0,83,0,0,0,0,0,1868,93,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298
UBA4855 sp900540365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,25,0,0,0,0,13,0,0,0,21,0,0,31,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerococcus sp900541365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,14,0,0,0,65,45,1960,0,0,0,3108,54,0,144,15,46,0,1732,26,1365,20,122,125,149,0,64,12,14,0,453,430,0,0,0,386,0,127,21,49,159,35,0,0,36,0,0,413,0,0,11,120,0,0,903,0,14,0,0,317,77,29,0,0,45,1065,0,0,402,0,115,0,0,12
CAG-180 sp900540295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,11,0,364,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
Prevotella sp900546575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76649,0,0,0,0,0,0,0,0,0,0,0,0,2105,0,0,0,53,41,0,974,0,11812,0,11533,0,2020,0,0,5447,0,0,2142100,0,0,0,0,0,0,0,0,19,0,926,0,176,0,0,0,0,0,0,0,176,0,668,0,41,0,0,20,0,0,61,28,244,0,0,0,0,12,0,0,0,0,0,0,13242,0,68
Anaerosalibacter massiliensis,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,1484,0,0,0,0,51,0,0,0,44,0,0,4412,0,71,0,144,0,71,20,12,0,0,0,25,2174,0,0,0,0,0,0,0,14,0,159,0,0,0,0,0,0,0,0,0,24,0,0,0,13,0,0,13,0,0,0,0,70,0,0,0,0,0,11,0,0,0,0,0,36,0,198
Butyricicoccus_A sp002395695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,414,0,520,0,125,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,486,0,0,0,0,11,0,0,0,0,0,0,24,0,332
Clostridium_AQ sp900552125,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10094,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,32,0,0,6673,0,1521,0,937,0,274,0,0,1131,0,0,208,0,0,0,0,26,0,0,0,52,0,386,0,0,0,19,0,0,0,976,0,0,0,0,0,0,0,0,13,0,0,0,0,165,0,0,0,0,15,0,0,0,0,0,0,35,0,1500
Acutalibacter timonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3629,0,0,0,0,0,0,0,29,0,0,0,0,17,0,0,0,0,0,0,808,0,151,0,14,0,30,0,0,0,0,0,36,98,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619
Alistipes dispar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5480,0,17,0,0,0,290,0,0,0,0,0,187,61,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728
Methanobrevibacter_A smithii_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,50,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enorma massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,17,0,0,977,0,223,13,867,0,345,0,0,144,0,0,1345,347,0,0,16,0,0,0,0,0,0,221,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,46,0,0,659,0,0,0,0,0,0,0,0,0,0,0,40,0,171
Collinsella sp900551655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,248,0,0,0,93,0,0,0,0,0,0,0,0,0,407,0,98,0,346,0,0,71,0,0,402,261,0,0,0,0,0,0,0,36,0,110,0,437,0,26,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,36,619,0,273
QAMH01 sp003149935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides pyogenes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,31,0,11947,0,144,0,989,0,889,0,0,223,0,0,4035,32,0,0,25,25,0,0,0,61,0,404,0,0,0,0,0,0,0,2467,0,108,0,0,0,19,0,0,26,0,105,0,0,414,12,0,0,0,0,0,0,0,0,0,15,41,0,938
CAG-110 sp900769995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Collinsella sp900757615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,27,0,248,0,0,0,0,0,107,0,0,0,0,0,0,0,0,37,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,116
Nigerium massiliense,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,14,0,0,0,0,0,0,0,42,0,0,0,0,14,0,0,0,0,0,0,31,0,11,0,39,0,0,21,15,0,12,0,60,1477,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,58,0,12
Citrobacter portucalensis,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,771,0,0,0,0,0,0,0,2344,0,0,0,146,154,0,0,0,16,574,0,84,0,587,0,598,0,0,699,0,497,0,0,7610,137,0,0,0,0,0,0,0,0,0,791,0,353,0,13,0,0,0,6103,24,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,1033,0,0
UMGS1975 sp900556815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,10,0,0,12,304,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
