name,Negative_0705,Negative_0805,Negative_1305,Negative_2504,Negative3_0605,NegativeSab_0905,Negcontrole_librrun,PEDI00208_Rand,PEDI00209_Rand,PEDI00210_Rand,PEDI00211_Rand,PEDI00212_Rand,PEDI00213_Rand,PEDI00214_Rand,PEDI00216_Rand,PEDI00217_Rand,PEDI00218_Rand,PEDI00221_Rand,PEDI00232_Rand,PEDI00237_Rand,PEDI00238_Rand,PEDI00239_Rand,PEDI00240_Rand,PEDI00241_Rand,PEDI00242_Rand,PEDI00243_Rand,PEDI00244_Rand,PEDI00245_Rand,PEDI00246_Rand,PEDI00247_Rand,PEDI00248_Rand,PEDI00249_Rand,PEDI00250_Rand,PEDI00251_Rand,PEDI00252_Rand,PEDI00257_Rand,PEDI00261_Rand,PEDI00264_Rand,PEDI00268_Rand,PEDI00270_Rand,PEDI01152_Rand,PEDI01153_Rand,PEDI01154_Rand,PEDI01160_Rand,PEDI01161_Rand,PEDI01162_Rand,PEDI01163_Rand,PEDI01164_Rand,PEDI01165_Rand,PEDI01167_Rand,PEDI01169_Rand,PEDI01172_Rand,PEDI01174_Rand,PEDI01178_Rand,PEDI01181_Rand,PEDI01183_Rand,PEDI01184_Rand,PEDI01185_Rand,PEDI01187_Rand,PEDI01189_Rand,PEDI01192_Rand,PEDI01193_Rand,PEDI01195_Rand,PEDI01196_Rand,PEDI01197_Rand,PEDI01198_Rand,PEDI01199_Rand,PEDI01200_Rand,PEDI01201_Rand,PEDI01202_Rand,PEDI01203_Rand,PEDI01204_Rand,PEDI01206_Rand,PEDI01207_Rand,PEDI01208_Rand,PEDI01209_Rand,PEDI01210_Rand,PEDI01212_Rand,PEDI01213_Rand,PEDI01214_Rand,PEDI01215_Rand,PEDI01216_Rand,PEDI02946_Rand,PEDI02947_Rand,PEDI02949_Rand,PEDI02951_Rand,PEDI02958_Rand,PEDI02963_Rand,PEDI02964_Rand,PEDI02966_Rand,PEDI02991_Rand,PEDI02994_Rand,PEDI02995_Rand,PEDI02999_Rand,PEDI03000_Rand,Positive_1305
RC9,0,17,0,0,0,0,0,0,0,0,0,170,0,14,0,0,7849,0,0,0,32,10,0,18,1104,0,0,34,54,375,0,39,0,493,59,0,19914,14,3077,22,11141,20,3466,122,127,5580,80,0,5922,22094,11,0,94,65,0,0,0,674,0,2734,12,73,63,10,0,0,18,968,13,565,0,32,0,40,0,27,125,0,54,0,30,881,37,21,14,15,77,54,0,0,398,0,10,196,0,2090
Acidovorax,15,188,83,0,22,305,0,67,0,60,296,9831,46,140,0,104,260,83,0,10,581,305,102,206,15877,360,161,251,458,776,70,2409,34,1092,869,69,10752,46,2769,46,2853,336,3679,6114,4346,1084,134,81,3848,923891,349,0,855,969,0,14,20,769,62,41996,279,458,2113,172,25,134,43,287,140,762,242,1365,135,204,65,158,248,52,270,69,141,1105,644,256,536,509,470,501,91,87,304,108,99,4376,182,43
CAG-433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,15,0,0,25,0,11,0,80,0,15,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,19
KLE1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6255,0,0,0,0,0,0,0,0,0,0,0,25,2063,0,0,0,29,0,21,16906,0,1241,0,534,66,5801,0,0,339,16,0,1783,22,0,0,12,54,0,0,0,0,11,3519,0,176,12,11,0,658,0,0,0,0,0,0,31,0,0,0,51,0,165,35,0,2708,0,0,0,0,11,0,0,0,52,0,0,0,0,152028
Desulfovibrio,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,47605,0,0,0,0,0,0,0,309,0,0,0,0,29,0,17,0,37,0,0,515,0,41,0,58,0,12629,62,110,75,0,0,262,6321,0,0,372,407,0,0,0,18,0,349,0,11,0,0,0,23,0,0,0,17,0,15,0,0,0,0,13,0,0,0,22,61,0,0,0,12,0,77,0,0,0,0,24,55,0,107
Arachnia,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6458,0,0,0,0,0,0,14,0,0,0,0,32,0,10,0,43,0,14,20,25,36,17,0,45,1610,0,0,20,0,0,0,0,12,0,151,0,37,0,0,0,0,0,0,0,18,0,0,0,12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,41,0,10
UBA9414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,0,0,0,0,0,0,0,6627,0,0,0,56,123,0,0,0,17,0,0,3044,0,3045,0,334,0,218,0,0,66,0,0,312,14,0,0,0,15,0,0,0,18,0,307,0,0,0,11,0,28,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,166,0,0,0,0,11,0,0,0,11,0,0,67,0,2050
UMGS1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,0,1103,0,93,0,11,0,0,0,0,56,0,0,32,132,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
UMGS1590,0,0,0,0,0,0,0,0,0,0,0,791,0,0,0,0,8299,0,0,0,0,0,0,0,484,0,0,0,0,122,0,0,0,15,18,0,764,0,1656,0,2873,0,638,283,12,473,0,0,15531,532,0,0,21,0,0,0,0,12,0,218,0,138,0,0,0,0,0,2172,0,27,0,10,0,36,0,0,29,0,53,0,30,421,0,0,0,0,0,0,0,0,19,0,0,209,0,2499
An181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,22845,0,0,0,18,0,0,0,0,0,0,0,173,0,78,0,91,0,26,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,62,0,331
UBA1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,0,19,0,0,12,0,0,0,428,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caproiciproducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,19,0,0,331,0,60,0,60,0,35,0,0,0,0,0,30,382,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,107
F23-B02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4569,0,0,0,0,0,0,0,200,0,0,0,12,258,0,0,0,212,0,20,5884,0,856,0,530,11,924,0,12,503,0,0,1251,1184,0,0,17,54,0,0,0,14,0,140,0,49,23,15,0,97,0,285,0,16,0,0,10,0,0,0,42,0,32,0,0,742,13,0,0,0,10,0,0,0,22,0,0,63,0,2647
Blautia,0,0,0,0,0,0,0,0,0,11,0,143,0,0,11974,20,117782,0,0,0,0,0,0,0,4355,0,0,129,987,2042,32,0,0,6439,19,53,83527,20,19490,233,7810,24,7806,0,25,468,39,0,8217,639,0,0,87,169,0,0,0,335,0,1035,0,37,55,172,0,104,0,0,0,95,0,22,48,96,0,0,398,0,136,114,78,15143,65,22,288,0,523,85,0,0,164,10,73,1431,0,25664
UBA1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,26,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
Weizmannia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,15,0,0,40,0,60,0,10,0,0,0,0,15,0,0,0,82,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microvirga,0,0,0,0,0,0,0,0,0,0,10,322,0,10,0,0,21,0,0,0,31,24,0,0,504,13,0,24,25,34,0,117,0,46,25,0,302,0,109,0,74,13,103,181,121,25,11,0,123,14808,0,0,29,38,0,0,0,38,0,1176,20,15,86,17,0,0,0,12,10,24,0,63,0,14,0,0,16,0,18,0,0,53,38,13,18,30,24,23,0,0,11,0,0,154,0,0
QANA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,48,0,0,0,22,32,0,0,0,19,22,0,375,0,58,0,165,0,90,203,0,767,0,0,691,0,0,0,0,0,0,0,0,0,0,205,0,233,0,0,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1926
UBA1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2524,0,339,0,178,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,30
CADBRU01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holdemanella,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,67197,15,0,0,0,0,0,0,38096,81,0,33,265,91329,0,0,0,150,150,0,248416,0,681,16,90728,508,47238,0,59,4257,34,0,112155,0,0,0,24,1027,0,0,0,38,0,7434,0,0,181,16,0,30,0,42,11,25,0,0,0,18,0,0,389,0,229,698,0,263,0,18,22,0,123,67,0,0,537,116,133,109,43,9117
QHMH01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Pelistega,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,12,11,0,0,0,13,1840,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Cupriavidus,0,26,0,0,0,22,0,0,0,16,37,2871,0,16,0,13,33,10,0,0,58,28,0,19,5126,44,16,26,37,118,10,214,0,259,118,0,1805,0,525,17,563,18,361,526,367,174,17,0,400,65478,26,0,126,104,0,0,0,98,0,8468,24,50,288,33,0,12,0,33,10,72,31,138,22,36,0,23,34,0,20,15,16,221,73,38,48,46,56,34,10,0,38,18,12,379,14,0
RUG023,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,133,0,17,0,296,0,475,0,0,323,0,0,104,35,0,0,0,0,0,0,0,17,0,521,0,0,0,0,0,0,0,311,0,22,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,194,0,81
Streptomyces,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,10,0,21,0,0,44,0,12,0,58,0,0,11,10,11,0,0,90,1454,0,0,0,0,0,0,0,18,0,169,0,47,15,10,0,0,0,0,0,0,0,11,0,17,0,0,0,0,11,11,0,146,0,0,0,0,0,0,0,0,0,0,0,57,0,0
UMGS1202,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,233,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,54,0,0,352,0,462,0,98,0,82,0,0,72,0,0,167,512,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,128
CAG-288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,301,0,0,0,409,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,153,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,11,200,0,11,0,20,0,111,0,43,0,126,0,32,0,10,26,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,0,0,0,0,68,0,0
Gorillibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,54,0,0,0,0,12,0,0,0,0,0,0,289,0,0,0,0,0,32,0,0,0,0,0,33,391,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,10
Romboutsia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6683,0,0,0,0,0,0,0,15,0,0,0,0,57,0,0,0,80,0,0,1529,0,101,0,214,0,54,0,0,0,0,0,19,0,0,0,11,0,0,0,0,21,0,104,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,10,0,0,0,0,43,24,0,0,0,11,38,0,0,45,0,0,20,0,1499
NK3B98,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2458,0,0,0,0,0,0,0,17,0,0,0,0,36,0,0,0,36,0,0,366,0,412,0,705,0,249,0,0,0,0,0,188,1446,0,0,0,14,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,11,0,2141
HGM11367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,188,0,0,0,0,0,12,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTJ01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,24,17,0,87,0,0,0,81,0,139,0,0,319,0,0,488,0,0,0,0,0,0,0,0,25,0,245,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,19,0,0,114,0,0,0,0,0,0,0,0,0,0,0,39,0,1022
Neobacillus,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,30,0,0,0,0,0,0,0,1273,0,0,0,0,16,0,0,0,43,0,0,795,0,11,0,75,0,25,0,0,0,0,0,14,214,0,0,0,0,0,0,0,11,0,2125,0,18,261,0,0,0,0,37,0,0,0,0,0,0,0,0,11,0,0,0,0,28,0,0,0,0,0,0,0,0,10,0,0,12,0,32
CAG-448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,16,0,0,72,0,14,0,1494,0,254,0,0,0,0,0,119,84,0,0,0,15,0,0,0,71,0,221,0,11,0,0,0,23,0,152,0,0,0,0,0,0,0,0,0,0,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,23,0,445
Mediterraneibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,39670,29,0,0,0,0,0,150,12893,0,0,11,2494,68358,11,0,0,270,0,582,1337603,44,5885,1304,3460,34,4570,0,19,163,45,0,607403,368,0,0,205,1602,0,0,0,1305,0,8021,0,62,128,813,0,1185,0,0,0,42,0,0,74,59,0,0,1178,66,465,251,64,2852,56,0,88,0,48,87,0,0,457,791,3683,399,0,76367
Christensenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,36,0,0,0,0,21,0,0,0,49,0,0,2025,0,47,0,92,0,102,0,0,0,0,0,389,217,0,0,0,0,0,0,0,11,0,30,0,0,0,0,0,0,0,0,0,18,0,21,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,205
UBA9475,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,539,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,105,0,0,656,0,747,0,365,0,598,0,0,183,0,0,196,274,0,0,0,0,0,0,0,21,0,210,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,16,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,1328
HGM11368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,32,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Oscillibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,35,0,15,0,23,36,0,0,0,0,54,106,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,177
CAG-631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,914,0,0,0,0,25,0,0,0,49,0,0,23,0,32,0,100,0,73,0,0,20,0,0,89,0,0,0,0,0,0,0,0,0,0,492,0,0,38,0,0,0,0,14,0,0,0,0,0,0,0,0,11,0,0,0,0,20,0,0,0,0,31,12,0,0,0,0,49,0,0,37
CAG-267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
HGM11588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,21,0,0,335,0,0,0,57,0,12,0,0,0,0,0,36,134,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,58,0,98
28L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,125,10,0,154,0,0,0,74,0,64,0,0,0,10,0,0,49,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,121,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcanobacterium_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,29,0,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83,0,0,0,0,0,0,0,0,0,0,0,65,0,31,0,0,437782,71,0,0,0,0,0,40,87,0,0,0,18,9415,0,26,0,330,0,0,7392,0,10281,0,5168,283,9141,19,47,111,24,0,10372,2114,0,0,94,2558,0,15,0,56,0,1737,0,15,19,39,0,365,14,0,0,38,0,34,586,48,0,0,1075,0,411,39,0,3047,276,0,28,0,38,182,0,0,468,0,45,130,0,51445
CAG-269,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,29765,18,0,0,0,0,0,0,36,10,0,0,13,2401,0,0,0,307,0,0,5104,0,344,0,1767,0,4897,0,0,515,10,0,1416,173,0,0,97,54,0,0,0,21,0,1871,0,0,32,0,0,32,0,6902,11,59,0,0,10,31,0,0,190,0,52,31,1933,287,52,0,0,0,19,33,0,0,83,0,18,75,0,6063
CAG-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35501,16,0,0,0,0,0,32,692,0,0,22,101,808,0,0,0,297,0,43,10425,13,6883,101,34435,73,7915,0,56,395,490,0,27642,64,0,25,283,187,0,0,0,4428,0,3440,0,0,1889,499,0,1139,56,0,0,983,0,129,560,617,0,0,107,26,2984,17,1728,73107,58,0,12,0,198,40,0,0,33,0,49,19400,0,101313
Centipeda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Megamonas,0,0,0,0,0,0,0,32,0,417,662,13,0,0,0,0,444,190,0,0,0,0,0,164,105,38,0,0,33,13,0,0,0,75,0,0,381,120,144,0,448,0,758,0,0,161,0,0,446,33,0,104,1724,11,0,0,0,26,0,53780,14,0,216,0,340,0,0,79,0,471,0,0,0,52,0,0,5284,0,563,0,114149,30,0,0,0,25,0,0,0,0,0,0,21,105,0,2540
GCA-900066495,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,224,0,0,0,0,0,0,0,142,0,0,0,0,75,0,0,0,94,0,0,614,0,154,0,312,0,57,0,0,282,0,0,36,13,0,0,0,0,0,0,0,21,0,49,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,23,0,0,12,0,170
HGM05190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,17,0,12,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA11452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,92,0,14,0,14,0,25,0,0,0,0,0,10,698,0,0,0,29,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,31,0,0,0,0,11,0,0,0,0,0,0,208,0,51,0,0,0,0,0,0,26,0,0,26,238,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,36,0,43
UMGS124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,16,0,0,0,0,12,0,0,0,0,0,0,311,0,67,0,0,0,16,0,0,68,0,0,186,17,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,124,0,13
Hafnia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,2167,0,0,0,202,0,0,0,0,0,19,0,98,0,28,0,207,0,0,97,0,269,0,0,509,652,0,0,0,0,0,0,0,12,0,80,0,95,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,17,0,0
HGM11514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,256,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,897
CAG-217,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,156445,0,0,0,0,0,0,0,0,0,0,0,0,4774,0,0,0,37,0,0,3202,0,233,0,706,0,46898,0,15,16,0,0,67,83,0,0,12,263,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,0,0,0,0,102,0,0,0,0,0,108,0,0,0,0,0,0,0,345
CAG-194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,17,47,0,0,0,0,0,0,1151,0,267,0,51,58,106,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,1656,0,0,0,0,0,40,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,54,0,0,0,0,670
CAG-196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,148,0,0,0,0,44,0,0,0,38,0,0,54,0,24,0,558,0,686,0,0,1188,0,0,625,14,0,0,23,11,0,0,0,0,0,86,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
Anaeromassilibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,0,0,0,0,0,0,0,15,0,0,0,0,22,0,0,0,12,0,0,17717,0,299,0,247,0,617,0,0,0,0,0,211,120,0,0,0,12,0,0,0,0,0,223,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,2189
RUG806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,69,0,57,0,56,0,74,0,0,0,0,0,68,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,331
